Jogador; Inscricao; Contrato; N; Inicio; Nascimento; dt_inscricao; clube
Jogador; Inscricao; Contrato; N; Inicio; Nascimento; dt_inscricao; clube
Edson Santana de Souza;  89428;  Contrato Definitivo ;  119745;  29/07/1991;  12/12/1964;  29/07/1991 00:00:00; São José / SP
Edwald Yurk;  82879;  Contrato Definitivo ;  128055;  28/07/1991;  16/05/1962;  28/07/1991 00:00:00; Flamengo / MG
Simar Luiz Silva;  67055;  Contrato Definitivo ;  127961;  02/07/1991;  02/10/1958;  26/07/1991 00:00:00; Esportivo / MG
Vagner Carmo Mancini;  95266;  Contrato Definitivo ;  115907;  18/07/1991;  24/10/1966;  24/07/1991 00:00:00; Bragantino / SP
Jurandir Fatori;  104913;  Contrato Emprestimo ;  121597;  19/07/1991;  12/06/1971;  24/07/1991 00:00:00; São Bento / SP
Nilson Esidio;  90658;  Contrato Emprestimo ;  116196;  15/07/1991;  19/11/1965;  17/07/1991 00:00:00; Portuguesa / SP
Edwald Yurk;  82879;  Rescisão ;  116918;  ;  16/05/1962;  12/07/1991 00:00:00; Fernandopolis / SP
Jose Carlos Oliveira de Araujo;  66230;  Contrato Definitivo ;  126322;  12/07/1991;  12/10/1957;  12/07/1991 00:00:00; Tuna Luso / PA
Jose Carlos Oliveira de Araujo;  66230;  Rescisão ;  98367;  ;  12/10/1957;  12/07/1991 00:00:00; Sampaio Correa / MA
Heraldo Goncalves da Silva;  59341;  Contrato Definitivo ;  118399;  01/07/1991;  12/07/1958;  04/07/1991 00:00:00; Coritiba / PR
Vagner Carmo Mancini;  95266;  Rescisão ;  105667;  ;  24/10/1966;  03/07/1991 00:00:00; Portuguesa / SP
