Jogador; Inscricao; Contrato; N; Inicio; Nascimento; dt_inscricao; clube
Jogador; Inscricao; Contrato; N; Inicio; Nascimento; dt_inscricao; clube
Ecio Antunes Morgado;  94938;  Contrato Definitivo ;  120570;  19/09/1991;  01/08/1966;  23/09/1991 00:00:00; Andradina / SP
Ecio Antunes Morgado;  94938;  Rescisão ;  117156;  ;  01/08/1966;  23/09/1991 00:00:00; Jalesense / SP
Antonio Airton Domingos dos Santos;  108341;  Contrato Emprestimo ;  126740;  19/09/1991;  06/11/1967;  19/09/1991 00:00:00; América / RJ
Paulo Roberto Santos;  102337;  Contrato Definitivo ;  102180;  18/09/1991;  13/10/1966;  18/09/1991 00:00:00; Marcílio Dias / SC
Antonio Airton Domingos dos Santos;  108341;  Contrato Definitivo ;  131415;  15/09/1991;  06/11/1967;  15/09/1991 00:00:00; Tiradentes / CE
Antonio Airton Domingos dos Santos;  108341;  Rescisão ;  107473;  ;  06/11/1967;  12/09/1991 00:00:00; Tiradentes / CE
Valdevino Alves do Nascimento Filho;  111217;  Contrato Definitivo ;  105975;  30/08/1991;  28/09/1966;  12/09/1991 00:00:00; Tiradentes Esporte Clube / 
Jose Carlos Oliveira de Araujo;  66230;  Contrato Definitivo ;  87443;  10/09/1991;  12/10/1957;  10/09/1991 00:00:00; Sampaio Correa / MA
Carlos Roberto da Silva;  109739;  Contrato Definitivo ;  127268;  01/09/1991;  10/07/1970;  01/09/1991 00:00:00; Operario Futebol Clube / MS
